TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A
UR 29,1897,Abi-sare,9,2, -,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - Pay List,Room 34,Below KM Wall,-,-,-,T24986,N/A,U.2603,-,In�dit
UR 1129,1897,Abi-sare,9,4, -,Giparu (abku),Ur's Giparu (KP),Administrative - Delivery,,,U 06730,-,IM 057484,T12680,P415493,IM 57484 = U.6730,UET 5 621,UET 5 621
UR 59,1897,Abi-sare,9,6, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26?,H-J 2-3,U 06710,-,BM �,T22736,P468117,U.6710,"Figulla, Iraq 15 108",Figulla Iraq 15 30
UR 969,1897,-,-,-, -,Ganunmah (E-Kishib)?,Ur (unprov),Administrative,,,U �,"1953-04-11, 0169",BM 131334,T12526,P415336,"BM 131334 = 1953-04-11, 169",UET 5 460,UET 5 460
NIPPUR 5408,1896,Bur-Sin,A,6,-,TB - House B?: Nin-me-dugga?,Nippur (PBS 8),Legal - Sale (Land),,,-,-,CBS 06052,-,P264424,-,"PBS 08 /1, 001",-
UR 58,1896,Abi-sare,10,11, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,U 06384,-,IM �,T22737,P499237,U.6384,UET 1 236,Figulla Iraq 15 26
UR 645,1896,Abi-sare,10,12, -,Aha-nirshi ,Ur (unprov),Legal - Sale (House),,,-,-,IM 057241,T12985,P415030,IM 57241,UET 5 134,UET 5 134
UR 644,1896,Abi-sare,10,12-bis, -,Aha-nirshi ,Ur (unprov),Legal - Sale (House),,,-,-,IM 057240,T12984,P415029,IM 57240,UET 5 133,UET 5 133
UR 1249,1896,Abi-sare,10,9, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057546,T12797,P415611,IM 57546,UET 5 741,UET 5 741
NIPPUR 5409,1895,Bur-Sin,B,-,-,TB - House B?: Nin-me-dugga?,Nippur (PBS 8),Legal - Sale (Land),,,-,-,CBS 06053,-,P264425,-,"PBS 08 /1, 006",-
UR 1037,1895,Abi-sare,11,1, -,Giparu (arua),Ur (unprov),Administrative - arua,,,-,-,IM 057441,T12591,P415403,IM 57441,UET 5 528,UET 5 528
UR 1036,1895,Abi-sare,11,4, -,Giparu (arua),Ur (unprov),Administrative - arua,,,-,-,IM 057440,T12590,P415402,IM 57440,UET 5 527,UET 5 527
UR 798,1895,Abi-sare,11,4, -,Giparu (arua),Ur (unprov),Administrative - arua,,,U �,-,UM 52-30-132,T13090,P415173,UM 52-30-132,UET 5 289,UET 5 289
UR 643,1895,Abi-sare,11,8, -,Aha-nirshi ,Ur (unprov),Legal - Sale (House),,,-,-,IM 057239,T12983,P415028,IM 57239,UET 5 132,UET 5 132
UR 951,1895,Abi-sare,11,8, -,Quiet Street 5: Administrative (barley),"Ur's Extra-mural (EM), Quiet Street 5",Administrative - Delivery (barley),,,U 07795f,-,IM 057395,T12509,P415319,IM 57395 = U.7795f,UET 5 442,UET 5 442
UR 1078,1894,Sumu-El,1,11, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Allotment,,possibly house 7,U 07827e,-,IM 057460,T12631,P415444,IM 57460 = U.7827e,UET 5 569,UET 5 569
UR 1252,1894,Sumu-El,1,4, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057548,T12800,P415614,IM 57548,UET 5 744,UET 5 744
UR 674,1894,Sumu-El,1,5, -,Paternoster Row: legal (land sale),"Ur's Neighborhood (AH), Paternoster Row",Legal - Sale (Land),,"house 4a, 8-10",U 16826l,"1953-04-11, 0091",BM 131256,T13010,P415056,"BM 131256 = 1953-04-11, 91 = U.16826L",UET 5 163,UET 5 163
UR 3404,1894,Sumu-El,1,5,-,Ipqu-Sin,Ipqu-Sin,Legal - Guarantee,,,-,-,BdI A 06,-,P382151,A 06,"TCBI 2/3, 19",-
UR 1054,1894,Sumu-El,1,6, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",administrative - Work Contract,,possibly house 7,U 07827h,-,UM 52-30-195,T12607,P415420,UM 52-30-195 = U.7827h,UET 5 545,UET 5 545
UR 734,1894,Sumu-El,1,6, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Work Roster,,,U 07795c,-,IM 057283,T13038,P415111,IM 57283 = U.7795c,UET 5 223,UET 5 223
UR 733,1894,Sumu-El,1,7, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Work Roster,,,U 07718,-,IM 057282,T13037,P415110,IM 57282 = U.7718,UET 5 222,UET 5 222
UR 1253,1894,Sumu-El,1,9, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057549,T12801,P415615,IM 57549,UET 5 745,UET 5 745
NIPPUR 4556,1894,Bur-Sin,C,-,-,TB - House B?: Nin-me-dugga?,Nippur (PBS 8),Legal - Inheritance,,,-,-,CBS 04940,-,P261133,-,"PBS 08 /1, 007",-
NIPPUR 548,1894,Bur-Sin,C,10,-,TB - House W: Lu-Illabrat,Nippur's Scribal Quarter (TB),Legal - Loan (Silver),140,II-1,2N-T0449,-,IM 058013,-,P224373,-,SAOC 44 94,-
NIPPUR 4554,1894,Bur-Sin,C,12,-,TB - House B?: Warad-Enlil (Dudu-kalla),Nippur (PBS 8),Legal - Inheritance,,,-,-,CBS 04938 + Ist Ni 09201,-,P261131,-,"PBS 08 /1, 002 + ARN 004",-
UR 1255,1893,Sumu-El,2,10, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057551,T12803,P415617,IM 57551,UET 5 747,UET 5 747
UR 1040,1893,Sumu-El,2,2, -,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - silver records,,,U 00319,-,IM 057444,T12594,P415406,IM 57444 = U.319,UET 5 531,UET 5 531
UR 1041,1893,Sumu-El,2,3, -,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - silver records,,17,U 00524,-,IM 057445,T12595,P415407,IM 57445 = U.524,UET 5 532,UET 5 532
UR 706,1893,Sumu-El,2,4, -,"Ganunmah (deliveries, produce)",Ur's Ganunmah (TTB),Administrative - Delivery,Room 5,,U 08811e,-,IM 057269,T13026,P415085,IM 57269 = U.8811e,UET 5 195,UET 5 195
UR 1254,1893,Sumu-El,2,7, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057550,T12802,P415616,IM 57550,UET 5 746,UET 5 746
NIPPUR 4420,1893,Bur-Sin,D,12d,-,TA - House K?: Ninlil-Zimu (Abba-Kalla),Nippur (PBS 8),Legal - Loan (Silver),,,-,-,CBS 03691,-,P260063,-,"PBS 08 /1, 003",-
UR 57,1892,Sumu-El,3,1, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,U 06387,-,BM �,T22738,P468104,U.6387,UET 1 238,Figulla Iraq 15 25
UR 675,1892,Sumu-El,3,1, -,Aha-nirshi ,Ur (unprov),Legal - Sale (Land),,,U �,"1953-04-11, 0092",BM 131257,T13011,P415057,"BM 131257 = 1953-04-11, 92",UET 5 164,UET 5 164
UR 799,1892,Sumu-El,3,5, -,Giparu (silver),Ur (unprov),Administrative - Delivery,,,U �,"1953-04-11, 0123",BM 131288,T13091,P415174,"BM 131288 = 1953-04-11, 123",UET 5 290,UET 5 290
NIPPUR 6088,1892,Bur-Sin,E,5,-,TB - House W?: Lu-Illabrat,Nippur (Post-Penn),Legal - Loan,,,-,-,N 0403,-,P275616,-,-,-
UR 165,1891,Sumu-El,4,-, -,Ganunmah (silver),Ur (unprov),Administrative - Donation,,,U 31491,-,BM �,T22413,P381897,U.31491,"Nisaba 12 /1, 26",Nisaba 12 I 26
UR 613,1891,Sumu-el,4,-, -,legal (partnership),Ur's City Wall (CLW)?,Legal - Partnership,,,-,-,IM 057225,T12126,P415005,IM 57225,UET 5 103,UET 5 103
UR 800,1891,Sumu-El,4,10, -,Giparu (arua),Ur (unprov),Administrative - arua,,,U �,"1953-04-11, 0124",BM 131289,T13092,P415175,"BM 131289 = 1953-04-11, 124",UET 5 291,UET 5 291
UR 882,1891,Sumu-El,4,5, -,Aha-nirshi ,Ur (unprov),Legal - Delivery (Barley),,,-,-,IM 057356,T12379,P415253,IM 57356,UET 5 373,UET 5 373
NIPPUR 4288,1891,Bur-Sin,F,9,-,TA - House F: Nanna-Mansum,Nippur's Tablet Hill (TA),Legal - Sale (Land),184,XA-1,3N-T0098,-,UM 55-21-248,-,P257369,-,SAOC 44 16,-
UR 1139,1890,Sumu-El,5,10, -,City Wall: Ganunmah,Ur's City Wall (CLW),Administrative - Delivery,,,U 13075,-,UM 52-30-215,T12690,P415503,UM 52-30-215 = U.13075,UET 5 631,UET 5 631
UR 61,1890,Sumu-El,5,2, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,U 06391,-,BM �,T22723,P468107,U.6391,UET 1 243,Figulla Iraq 15 42
UR 598,1890,Sumu-El,5,7, -,Aha-nirshi ,Ur (unprov),Legal - Work contract,,,-,-,IM 057217,T12095,P414990,IM 57217,UET 5 88,UET 5 88
UR 63,1890,Sumu-El,5,7, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,U 06396,-,BM �,T22724,P468112,IM 67702 = U.6396,UET 1 0253 (year name only),Figulla Iraq 15 58
UR 141,1890,Sumu-El,5,8, -,Giparu (Ningal Tithe),Ur (unprov),Administrative - arua,,,U 31545,-,BM �,T22390,P381873,U.31545,"Nisaba 12 /1, 02",Nisaba 12 I 2
UR 802,1890,Sumu-El,5,8, -,Ganunmah,Ur (unprov),Administrative - arua,,,U �,"1953-04-11, 0126",BM 131291,T13094,P415177,"BM 131291 = 1953-04-11, 126",UET 5 293,UET 5 293
UR 680,1890,Sumu-El,5,9, -,Aha-nirshi ,Ur (unprov),Legal - Sale (Land),,,-,-,IM 057258,T12140,P415062,-,UET 5 169,UET 5 169
UR 1061,1889,Sumu-El,6,1, -,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - silver records,,9?,U 00441,-,UM 52-30-199,T12614,P415427,UM 52-30-199 = U.441,UET 5 552,UET 5 552
UR 1060,1889,Sumu-El,6,10, -,Giparu (Ningal Tithe),Ur (unprov),Administrative - silver records,,,U �,-,UM 52-30-198,T12613,P415426,UM 52-30-198,UET 5 551,UET 5 551
UR 267,1889,Sumu-El,6,6, -,Ganunmah (silver),Ur (unprov),Administrative - Delivery,,,U 30602,-,BM �,T22544,P382001,U.30602,"Nisaba 12 /6, 06",Nisaba 12 VI 6
UR 671,1889,Sumu-El,6,9, -,City Wall: legal (land sale),Ur's City Wall (CLW),Legal - Sale (Land),,,U 13103,-,UM 52-30-097,T13007,P415053,UM 52-30-97 = U.13103,UET 5 160,UET 5 160
UR 1184,1889,-,-,-, -,Giparu (unk),ADDED TO 1!,Administrative,,,U �,-,UM 52-30-227,T12733,P415548,UM 52-30-227,UET 5 676,UET 5 676
UR 1260,1888,Sumu-El,7,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057556,T22725,P415622,IM 57556,UET 5 752,UET 5 752
UR 1079,1888,Sumu-El,7,-, 25,South Wall: Legal (miksu),Ur's South Wall (SM),Administrative - Miksu tax,,,U 08806b,-,IM 057461,T12632,P415445,IM 57461 = U.8806b,UET 5 570,UET 5 570
UR 1062,1888,Sumu-El,7,1, -,Ganunmah (silver),Ur (unprov),Administrative - silver records,,,U �,"1953-04-11, 0179",BM 131344,T12615,P415428,"BM 131344 = 1953-04-11, 179",UET 5 553,UET 5 553
UR 1257,1888,Sumu-El,7,1, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - delivery,C/26,H-J 2-3,-,-,IM 057553,T22726,P415619,IM 57553,UET 5 749,UET 5 749
UR 866,1888,Sumu-El,7,1, -,Quiet Street 5: Legal (loan),"Ur's Extra-mural (EM), Quiet Street 5",Legal - Loan (Silver),,,U 07795,-,UM 52-30-148 ?,T12364,P415239,UM 52-30-148 = U.7795,UET 5 357,UET 5 357
UR 1259,1888,Sumu-El,7,10, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057555,T12806,P415621,IM 57555,UET 5 751,UET 5 751
UR 681,1888,Sumu-El,7,10, -,Aha-nirshi ,Ur (unprov),Legal - Sale (Land),,,-,-,IM 057259,T12141,P415063,IM 57259,UET 5 170,UET 5 170
UR 783,1888,Sumu-El,7,10, -,Paternoster Row: legal (inheritance),"Ur's Neighborhood (AH), Paternoster Row",Legal - Inheritance,,"house 4a, 8-10",U 16827b,"1953-04-11, 0121",BM 131286,T13076,P415158,"BM 131286 = 1953-04-11, 121 = U.16827B",UET 5 274,UET 5 274
UR 1261,1888,Sumu-El,7,2, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057557,T12807,P415623,IM 57557,UET 5 753,UET 5 753
UR 1258,1888,Sumu-El,7,4, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057554,T12805,P415620,IM 57554,UET 5 750,UET 5 750
UR 3402,1888,Sumu-El,7,4,-,Ipqu-Sin,Ipqu-Sin,Legal - Loan (Silver),,,-,-,BdI A 09,-,P382149,A 09,"TCBI 2/3, 17",-
UR 646,1888,Sumu-El,7,9, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Legal - Sale (House),,,U 07705,-,IM 057242,T12986,P415031,IM 57242 = U.7705,UET 5 135,UET 5 135
UR 696,1887,Sumu-El,8,10, -,Paternoster Row: Legal (slave sale),"Ur's Neighborhood (AH), Paternoster Row",Legal - Sale (Slave),,"house 4a, 8-10",U 16826t,-,IM 057265,T13017,P415076,IM 57265 = U.16826T,UET 5 185,UET 5 185
UR 801,1887,Sumu-El,8,11, -,Mausoleum: Dilmun tax,Ur's Mausoleum (BC),Administrative - arua,,,U 06709,"1953-04-11, 0125",BM 131290,T13093,P415176,"BM 131290 = 1953-04-11, 125 = U.6709",UET 5 292,UET 5 292
UR 1264,1887,Sumu-El,8,5, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057560,T22727,P415626,IM 57560,UET 5 756,UET 5 756
UR 115,1887,Sumu-El,8,6, -,Ganunmah (expenditure),Ur's Ganunmah (TTB),Administrative - Delivery,Room 34,Below KM Wall,U 04308,-,Penn �,T2538,P500453,U.430,JCS 28 241 10,Loding JCS 28 10
UR 1262,1887,Sumu-El,8,6, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057558,T12808,P415624,IM 57558,UET 5 754,UET 5 754
UR 216,1886,Sumu-El,9,-, -,Giparu (Ku-lugalbanda),Ur (unprov),Administrative - Delivery,,,U �,-,IM 090185,T22475,P381948,IM 90185,"Nisaba 12 /3, 01",Nisaba 12 III 1
UR 3405,1886,Sumu-El,9,1,-,Ipqu-Sin,Ipqu-Sin,Legal - Exchange of goods,,,-,-,BdI A 13,-,P382153,A 13,"TCBI 2/3, 20",-
UR 701,1886,Sumu-El,9,11, -,Paternoster Row: Legal (slave sale),"Ur's Neighborhood (AH), Paternoster Row",Legal - Sale (Slave),,"house 4a, 8-10",U 16826c,-,IM 057266,T13022,P415081,IM 57266 = U.16826c,UET 5 190,UET 5 190
UR 1263,1886,Sumu-El,9,2, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U 06392,-,IM 057559,T22728,P415625,IM 57559 = U.6392,UET 5 755,UET 5 755
UR 219,1886,Sumu-El,9,2, -,Giparu (Ku-lugalbanda),Ur (unprov),Administrative - Delivery,,,U �,-,IM 090198,T22478,P381951,IM 90198,"Nisaba 12 /3, 04",Nisaba 12 III 4
UR 217,1886,Sumu-El,9,5, -,Giparu (Ku-lugalbanda),Ur (unprov),Administrative - Delivery,,,U �,-,IM 090184,T22476,P381949,IM 90184,"Nisaba 12 /3, 02",Nisaba 12 III 2
UR 1265,1886,Sumu-El,9,9, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057561,T12809,P415627,IM 57561,UET 5 757,UET 5 757
UR 682,1886,Sumu-El,9,9, -,Aha-nirshi ,Ur (unprov),Legal - Sale (Land),,,-,-,unknown,T12142,P415064,-,UET 5 171,UET 5 171
UR 1266,1885,Sumu-El,10,4, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057562,T12810,P415628,IM 57562,UET 5 758,UET 5 758
UR 1267,1885,Sumu-El,10,5, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057563,T12811,P415629,IM 57563,UET 5 759,UET 5 759
UR 503,1885,Sumu-El,10,7, -,Ipqu-Sin,Ipqu-Sin,Legal - Sale (Land),,,-,-,BdI A 22,T22276,P382145,A 22,"TCBI 2/3, 13",TCVP III 13
UR 3403,1885,Sumu-El,10,8,-,Ipqu-Sin,Ipqu-Sin,Legal - Loan (Silver),,,-,-,BdI A 19,-,P382150,A 19,"TCBI 2/3, 18",-
UR 1058,1884,Sumu-El,11,5, -,Giparu (Ningal Tithe),Ur (unprov),Administrative - Dilmun tax,,,U �,-,UM 52-30-196,T12611,P415424,UM 52-30-196,UET 5 549,UET 5 549
UR 1130,1884,Sumu-El,11,5, -,"Ganunmah (deliveries, dairy)",Ur's Ganunmah (TTB),Administrative - Delivery,Room 5,Underneath pavement,U 08811d,-,IM 057485,T12681,P415494,IM 57485 = U.8811D // ,UET 5 622,UET 5 622
UR 1268,1882,Sumu-El,13,10, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057564,T12812,P415630,IM 57564,UET 5 760,UET 5 760
UR 867,1882,Sumu-El,13,10, -,City Wall: Legal (loan),Ur's City Wall (CLW),Legal - Loan (Silver),,,U �,"1953-04-11, 0143",BM 131308,T12365,P415240,"BM 131308 = 1953-04-11, 143",UET 5 358,UET 5 358
UR 1187,1882,-,-,-, -,Giparu (expenditures),ADDED TO 1!,Administrative,,,U �,"1953-04-11, 0219",BM 131384,T12736,P415551,"BM 131384 = 1953-04-11, 219",UET 5 679,UET 5 679
UR 3409,1881,Sumu-El,14,10,-,Ipqu-Sin,Ipqu-Sin,Administrative,,,-,-,BdI A 07,-,P382157,A 07,"TCBI 2/3, 24",-
UR 709,1880,Sumu-El,15,3, -,Aha-nirshi ,Ur (unprov),Legal - Proceedings,,,-,-,IM 057270,T13029,P415088,IM 57270,UET 5 198,UET 5 198
UR 1256,1880,Sumu-El,15,4, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057552,T12804,P415618,IM 57552,UET 5 748,UET 5 748
UR 697,1880,Sumu-El,15,6, -,Legal (slave sale),Ur (unprov),Legal - Sale (Slave),,,U �,-,UM 52-30-104,T13018,P415077,UM 52-30-104,UET 5 186,UET 5 186
UR 183,1879,Sumu-El,16,-,-,Administrative (satukku),Ur (unprov),Administrative - Donation,,,U 31591,-,BM �,T22435,P381915,U.31591,"Nisaba 12 /2, 06",Nisaba 12 II 6
UR 1131,1879,Sumu-El,16,2, -,"Ganunmah (deliveries, dairy)",Ur's Ganunmah (TTB),Administrative - Delivery,Room 22,26,U 00737,-,IM 057486,T12682,P415495,IM 57486 = U.737,UET 5 623,UET 5 623
UR 56,1879,Sumu-El,16,8, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,-,-,-,T22730,N/A,IM 57604 = U.6393,-,Figulla Iraq 15 16
UR 1132,1878,Sumu-El,17,12, -,Ganunmah (expenditure),Ur's Ganunmah (TTB),Administrative - Allotment,Room 5,Underneath pavement,U 08811a,"1953-04-11, 0205",BM 131370,T12683,P415496,"BM 131370 = 1953-04-11, 205 = U.8811A // ",UET 5 624,UET 5 624
UR 256,1878,Sumu-El,17,4, -,Legal (loan),Ur (unprov),Legal - Loan (Silver),,,U �,-,IM 090433,T22525,P381988,IM 90433,"Nisaba 12 /5, 01",Nisaba 12 V 1
UR 62,1878,Sumu-El,17,6, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,U 06395,-,BM �,T22731,P468111,U.6395,UET 1 247,Figulla Iraq 15 44
UR 3407,1878,Sumu-El,17,7,-,Ipqu-Sin,Ipqu-Sin,Administrative,,,-,-,BdI A 24,-,P382155,A 24,"TCBI 2/3, 22",-
UR 30,1878,Sumu-El,17,8, -,Ganunmah (expenditure),Ur (unprov),Administrative - Delivery,,,U 04309,-,-,T24987,P468014,U.4309,-,In�dit
UR 1269,1877,Sumu-El,18,5, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057565,T12813,P415631,IM 57565,UET 5 761,UET 5 761
UR 142,1877,Sumu-El,18,7, -,Giparu (arua),Ur (unprov),Administrative - arua,,,U 31530,-,BM �,T22391,P381874,U.31530,"Nisaba 12 /1, 03",Nisaba 12 I 3
UR 1121,1876,Sumu-la-El,5,-, -,Administrative (animal record),Ur (unprov),Administrative - animal record,,,-,-,IM 057479,T12672,P415485,IM 57479,UET 5 613,UET 5 613
NIPPUR 8268,1875,Lipit-Enlil,1,4,20,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0109,-,NBC 11207,-,P301812,-,BiMes 11 no. 003,-
NIPPUR 8247,1875,Lipit-Enlil,1,5,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0115,-,NBC 11173,-,P301782,-,BiMes 11 no. 129,-
NIPPUR 8248,1875,Lipit-Enlil,1,5,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0081,-,NBC 11174,-,P301783,-,BiMes 11 no. 002,-
UR 143,1874,Sumu-El,21,10, -,Giparu (Ningal Tithe),Ur (unprov),Administrative - Pay List,,,U 31391,-,BM �,T22392,P381875,U.31391,"Nisaba 12 /1, 04",Nisaba 12 I 4
NIPPUR 529,1874,Lipit-Enlil,A,-,-,TA - House N 1: Kiagga,Nippur's Tablet Hill (TA),Legal - Sale (Land),174,XI-2,3N-T0874,-,IM 058784,-,P224351,-,SAOC 44 36,-
NIPPUR 236,1873,Sumu-El,22,10, -,TB - House C?: Lu-Ursaggal?,Nippur (Hilprecht),"Legal - Sale (House, Land)",,,-,-,HS 2390,T23364,P512573,HS 2390,TMH 10 26,TMH 10 26
NIPPUR 8185,1873,Lipit-Enlil,B,4,-,TB?,Nippur (Post-Penn),Legal - Sale (Land),,,-,-,NBC 05577,-,P293000,-,BIN 07 60,-
NIPPUR 8186,1873,Lipit-Enlil,B,4,10,TB? ,Nippur (Post-Penn),Legal - Sale (Land),,,-,-,NBC 05580,-,P293001,-,BIN 07 59,-
NIPPUR 170,1873,Lipit-Enlil,B,6, -,TB - mannum-meshu-lissur,"Nippur (OECT 8, Awiliya Dossier)",Legal - Adoption,,,-,-,Ashm 1926-0391,T25331,P283648,W.1926/391,OECT 08 20,OECT 8 20
NIPPUR 8324,1872,Sumu-el,23,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0324,-,NBC 11263,-,P301868,-,BiMes 11 no. 046,-
UR 1293,1872,Sumu-El,23,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U �,"1953-04-11, 0244",BM 131409,T12832,P415655,"BM 131409 = 1953-04-11, 244",UET 5 785,UET 5 785
UR 936,1872,Sumu-El,23,-,-,Aha-nirshi ,Ur (unprov),Legal - Loan (Silver),,,U �,"1953-04-11, 0160",BM 131325,T12309,P415305,"BM 131325 = 1953-04-11, 160",UET 5 427,UET 5 427
UR 1270,1872,Sumu-El,23,2, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U �,-,UM 52-30-243,T12814,P415632,UM 52-30-243,UET 5 762,UET 5 762
UR 1271,1872,Sumu-El,23,6, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Donation,C/26,H-J 2-3,U �,-,UM 52-30-244,T22732,P415633,UM 52-30-244,UET 5 763,UET 5 763
UR 3399,1872,Sumu-El,23,7,-,Ipqu-Sin,Ipqu-Sin,Legal - Sale (Land),,,-,-,BdI A 08,-,P382146,A 08,"TCBI 2/3, 14",-
NIPPUR 8356,1872,Lipit-Enlil,C,12,-,TB - House C?: Lu-Ursaggal?,Nippur (Post-Penn),Legal - Sale (Land),,,-,-,YBC 15991,-,P312782,-,-,-
UR 1145,1871,Sumu-El,24,-, -,"Ganunmah (deliveries, silver)",Ur (unprov),Administrative - wool accounts,,,U �,"1953-04-11, 0207",BM 131372,T12695,P415509,"BM 131372 = 1953-04-11, 207",UET 5 637,UET 5 637
NIPPUR 8325,1871,Sumu-el,24,-,05,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0332,-,NBC 11264,-,P301869,-,BiMes 11 no. 012,-
NIPPUR 11130,1871,Sumu-el,24,-,09,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0330,-,IM �,-,P500731,-,BiMes 11 no. 013,-
UR 614,1871,Sumu-El,24,12, -,legal (inheritance),Ur (unprov),"Legal - Inheritance, Land",,,-,-,IM 057226,T12127,P415006,IM 57226,UET 5 104,UET 5 104
UR 883,1871,Sumu-El,24,12, -,City Wall: Legal (loan),Ur's City Wall (CLW),Legal - Loan (Silver),,,U 13074,-,IM 057357,T12380,P415254,IM 57357 = U.13074,UET 5 374,UET 5 374
NIPPUR 541,1871,Sumu-el,24,3,-,TB - House B,Nippur's Scribal Quarter (TB),Legal - Land Rental,17,II-1,2N-T0044,-,IM 057829,-,P224366,-,SAOC 44 66,-
NIPPUR 8330,1871,Sumu-el,24,5,28,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0359,-,NBC 11269,-,P301874,-,BiMes 11 no. 015,-
UR 166,1871,Sumu-El,24,8,-,Ganunmah (silver),Ur (unprov),Administrative - Pay List,,,U 31394,-,BM �,T22414,P381898,U.31394,"Nisaba 12 /1, 27",Nisaba 12 I 27
NIPPUR 8360,1871,Lipit-Enlil,D,7,-,TA - House F?: Nanna-Mansum,Nippur (Penn excavations),Legal - Sale (Land),,,-,-,Ist Ni 01372,-,P313128,-,ARN 005,-
